,imageName,x0,x1,y0,y1
303,20587518,1016,1116,33,133
304,20587544,1626,1726,2335,2435
305,20587544,1586,1686,2310,2410
306,20587544,1610,1710,2360,2460
307,20587544,1633,1733,2290,2390
308,20587544,2146,2246,2415,2515
309,20587544,1027,1127,2339,2439
310,20587544,1210,1310,2297,2397
311,20587544,2110,2210,2447,2547
312,20587544,1020,1120,2320,2420
313,20587544,1066,1166,2339,2439
314,20587544,1622,1722,2284,2384
315,20587544,2098,2198,2337,2437
316,20587544,2160,2260,2414,2514
317,20587544,1161,1261,2261,2361
318,20587544,2106,2206,2375,2475
319,20587544,1112,1212,2287,2387
320,20587544,997,1097,2297,2397
321,20587544,1038,1138,2322,2422
322,20587544,2153,2253,2401,2501
323,20587544,2098,2198,2445,2545
324,20587544,1663,1763,2323,2423
325,20587544,1237,1337,2301,2401
326,20587544,2146,2246,2364,2464
327,20587544,1370,1470,2258,2358
328,20587544,2155,2255,2469,2569
329,20587544,1339,1439,2211,2311
330,20587544,2123,2223,2472,2572
331,20587544,2303,2403,2504,2604
332,20587544,1150,1250,2236,2336
333,20587544,976,1076,2299,2399
334,20587544,2096,2196,2292,2392
335,20587544,1040,1140,2379,2479
336,20587544,1090,1190,2340,2440
337,20587544,1916,2016,2337,2437
338,20587544,1111,1211,2384,2484
339,20587544,2255,2355,2471,2571
340,20587544,2226,2326,2478,2578
341,20587544,1121,1221,2253,2353
342,20587544,1616,1716,1993,2093
343,20587544,1632,1732,2396,2496
344,20587544,1173,1273,2256,2356
345,20587544,1369,1469,2215,2315
346,20587544,1360,1460,2271,2371
347,20587544,1181,1281,2342,2442
348,20587544,1315,1415,2379,2479
349,20587544,2318,2418,2504,2604
350,20587544,1107,1207,2391,2491
351,20587544,2192,2292,2473,2573
352,20587544,2132,2232,2271,2371
353,20587544,1312,1412,2273,2373
354,20587544,1173,1273,2198,2298
355,20587544,1146,1246,2330,2430
356,20587544,1069,1169,2269,2369
357,20587544,941,1041,2362,2462
358,20587544,1179,1279,2495,2595
359,20587544,1599,1699,1988,2088
360,20587544,1786,1886,2393,2493
361,20587544,1678,1778,2169,2269
362,20587544,1655,1755,2013,2113
363,20587544,1651,1751,1958,2058
364,20587544,1621,1721,2434,2534
365,20587544,1439,1539,1774,1874
366,20587544,1173,1273,2182,2282
367,20587544,2015,2115,2491,2591
368,20587544,1768,1868,2000,2100
369,20587544,603,703,2304,2404
370,20587544,2039,2139,2404,2504
371,20587544,2016,2116,2280,2380
372,20587544,1959,2059,2403,2503
373,20587544,1644,1744,2102,2202
374,20587544,1527,1627,1962,2062
375,20587544,1250,1350,2360,2460
376,20587544,1181,1281,2026,2126
377,20587544,1119,1219,2479,2579
378,20587544,819,919,2278,2378
379,20587544,2115,2215,2130,2230
380,20587544,2420,2520,2454,2554
381,20587612,2536,2636,2691,2791
382,20587612,2523,2623,2668,2768
383,20587612,2521,2621,2656,2756
384,20587612,2586,2686,2696,2796
385,20587612,2654,2754,2778,2878
386,20587612,2602,2702,2699,2799
387,20587612,2582,2682,2708,2808
388,20587612,2564,2664,2693,2793
389,20587612,2559,2659,2715,2815
390,20587612,2555,2655,2664,2764
391,20587612,2499,2599,2664,2764
392,20587612,2631,2731,2787,2887
393,20587612,2626,2726,2746,2846
394,20587612,2646,2746,2790,2890
395,20587612,2623,2723,2729,2829
396,20587612,2472,2572,2676,2776
397,20587612,2488,2588,2673,2773
398,20587612,2679,2779,2748,2848
399,20587612,2581,2681,2837,2937
400,20587612,2599,2699,2802,2902
401,20587612,3422,3522,3207,3307
402,20587612,3387,3487,3163,3263
403,20587612,2601,2701,2826,2926
404,20587612,2620,2720,2818,2918
405,20587612,2701,2801,2746,2846
406,20587612,2691,2791,2777,2877
407,20587612,2650,2750,2696,2796
408,20587612,3436,3536,3198,3298
409,20587612,3356,3456,3146,3246
410,20587612,2699,2799,2765,2865
411,20587612,2634,2734,2684,2784
412,20587612,2528,2628,2616,2716
413,20587612,2859,2959,3239,3339
414,20587612,3361,3461,3167,3267
415,20587612,2685,2785,2709,2809
416,20587612,2842,2942,3223,3323
417,20587612,2900,3000,3264,3364
418,20587612,3396,3496,3234,3334
419,20587612,2568,2668,2755,2855
420,20587612,2826,2926,2635,2735
421,20587612,2925,3025,2929,3029
422,20587612,2937,3037,2956,3056
423,20587612,3213,3313,3051,3151
424,20587612,3354,3454,3100,3200
425,20587612,3434,3534,3251,3351
426,20587612,3458,3558,3185,3285
427,20587612,2608,2708,2871,2971
428,20587612,2546,2646,2845,2945
429,20587612,2389,2489,2804,2904
430,20587612,3022,3122,3140,3240
431,20587612,2954,3054,2896,2996
432,20587612,2637,2737,2578,2678
433,20587612,2435,2535,2707,2807
434,20587612,2898,2998,3003,3103
435,20587612,2868,2968,2638,2738
436,20587612,2531,2631,2924,3024
437,20587612,2504,2604,2584,2684
438,20587612,2346,2446,2125,2225
439,20587612,2229,2329,2448,2548
440,20587612,2277,2377,2147,2247
441,20587612,2197,2297,2078,2178
442,20587612,2101,2201,1494,1594
443,20587612,2335,2435,2064,2164
444,20587612,1899,1999,1471,1571
445,20587612,3301,3401,2646,2746
446,20587612,2696,2796,2848,2948
447,20587612,3285,3385,2726,2826
448,20587612,3002,3102,2961,3061
449,20587612,2450,2550,1630,1730
450,20587612,2898,2998,2802,2902
451,20587612,2788,2888,2930,3030
452,20587612,2781,2881,2464,2564
453,20587612,2715,2815,2510,2610
454,20587612,3294,3394,2872,2972
455,20587612,1097,1197,2218,2318
456,20587638,3396,3496,72,172
457,20587638,3398,3498,104,204
458,20587638,3365,3465,69,169
459,20587638,3402,3502,63,163
460,20587638,3386,3486,57,157
461,20587638,3397,3497,127,227
462,20587638,3403,3503,114,214
463,20587638,3360,3460,98,198
464,20587638,3367,3467,90,190
465,20587638,3367,3467,106,206
466,20587638,3406,3506,106,206
467,20587638,3409,3509,101,201
468,20587638,3354,3454,109,209
469,20587638,3354,3454,90,190
470,20587638,3418,3518,111,211
471,20587638,3349,3449,149,249
472,20587638,3428,3528,98,198
473,20587638,3348,3448,98,198
474,20587638,3405,3505,44,144
475,20587638,3392,3492,38,138
476,20587638,3360,3460,172,272
477,20587638,3436,3536,155,255
478,20587638,3399,3499,162,262
479,20587638,3372,3472,30,130
480,20587638,3359,3459,17,117
481,20587638,3383,3483,187,287
482,20587638,3395,3495,192,292
483,20587638,3430,3530,183,283
484,20587638,3322,3422,179,279
485,20587638,3334,3434,206,306
486,20587638,3462,3562,167,267
487,20587638,3481,3581,238,338
488,20587638,3483,3583,215,315
489,20587638,3312,3412,29,129
490,20587638,3274,3374,67,167
491,20587638,3254,3354,341,441
492,20587638,3479,3579,273,373
493,20587638,3485,3585,2,102
494,20587638,3249,3349,317,417
495,20587638,3222,3322,387,487
496,20587638,2387,2487,63,163
497,20587638,1200,1300,153,253
498,20587638,1526,1626,831,931
499,20587638,1938,2038,261,361
500,20587638,3060,3160,1233,1333
501,20587638,2883,2983,149,249
502,20587638,3154,3254,349,449
503,20587638,3180,3280,258,358
504,20587638,3282,3382,419,519
505,20587638,2408,2508,308,408
506,20587638,999,1099,604,704
507,20587664,2941,3041,2827,2927
508,20587664,2952,3052,2834,2934
509,20587664,2929,3029,2824,2924
510,20587664,3034,3134,2825,2925
511,20587664,2929,3029,2848,2948
512,20587664,2933,3033,2805,2905
513,20587664,2949,3049,2805,2905
514,20587664,3056,3156,2977,3077
515,20587664,3045,3145,2826,2926
516,20587664,3096,3196,3019,3119
517,20587664,3058,3158,2851,2951
518,20587664,3076,3176,2844,2944
519,20587664,3058,3158,2870,2970
520,20587664,3071,3171,2992,3092
521,20587664,3144,3244,2812,2912
522,20587664,3149,3249,2796,2896
523,20587664,3011,3111,2825,2925
524,20587664,3102,3202,2986,3086
525,20587664,2921,3021,2816,2916
526,20587664,2947,3047,2871,2971
527,20587664,3079,3179,2798,2898
528,20587664,3096,3196,2895,2995
529,20587664,3181,3281,2798,2898
530,20587664,2977,3077,2797,2897
531,20587664,3106,3206,3142,3242
532,20587664,3023,3123,2955,3055
533,20587664,3064,3164,3189,3289
534,20587664,3056,3156,3026,3126
535,20587664,3130,3230,2799,2899
536,20587664,3026,3126,3233,3333
537,20587664,3179,3279,2771,2871
538,20587664,3053,3153,2816,2916
539,20587664,2996,3096,2802,2902
540,20587664,3055,3155,3168,3268
541,20587664,3017,3117,3189,3289
542,20587664,3028,3128,2975,3075
543,20587664,3167,3267,2838,2938
544,20587664,3131,3231,3122,3222
545,20587664,2983,3083,2866,2966
546,20587664,3121,3221,3034,3134
547,20587664,3056,3156,2921,3021
548,20587664,3066,3166,2911,3011
549,20587664,3115,3215,2769,2869
550,20587664,2741,2841,3130,3230
551,20587664,2753,2853,3134,3234
552,20587664,2793,2893,3182,3282
553,20587664,3099,3199,3186,3286
554,20587664,3049,3149,3191,3291
555,20587664,3110,3210,3162,3262
556,20587664,2893,2993,2781,2881
557,20587664,3182,3282,2758,2858
558,20587664,3014,3114,3001,3101
559,20587664,3142,3242,3101,3201
560,20587664,2181,2281,3214,3314
561,20587664,3130,3230,3055,3155
562,20587664,3120,3220,3077,3177
563,20587664,3080,3180,3130,3230
564,20587664,2768,2868,3142,3242
565,20587664,2707,2807,3085,3185
566,20587664,3113,3213,2858,2958
567,20587664,3008,3108,2941,3041
568,20587664,2817,2917,3198,3298
569,20587664,3068,3168,3035,3135
570,20587664,2855,2955,3169,3269
571,20587664,2964,3064,2887,2987
572,20587664,2691,2791,3081,3181
573,20587664,3042,3142,3248,3348
574,20587664,3036,3136,3118,3218
575,20587664,2161,2261,3218,3318
576,20587664,3131,3231,2982,3082
577,20587664,3051,3151,2755,2855
578,20587664,972,1072,2513,2613
579,20587664,2167,2267,3234,3334
580,20587664,3000,3100,3271,3371
581,20587664,2209,2309,3169,3269
582,20587664,2907,3007,3260,3360
583,20587664,2223,2323,3240,3340
584,20587664,2904,3004,3209,3309
585,20587664,2741,2841,3078,3178
586,20587664,3062,3162,3263,3363
587,20587664,2552,2652,3273,3373
588,20587664,1010,1110,2480,2580
589,20587664,2271,2371,3219,3319
590,20587664,2691,2791,3147,3247
591,20587664,2863,2963,3088,3188
592,20587664,2907,3007,2917,3017
593,20587664,2908,3008,2743,2843
594,20587664,3043,3143,2747,2847
595,20587664,3077,3177,2645,2745
596,20587664,3023,3123,2497,2597
597,20587664,1721,1821,2140,2240
598,20587664,842,942,2405,2505
599,20587664,2527,2627,2951,3051
600,20587664,756,856,2356,2456
601,20587690,2584,2684,43,143
602,20587690,2572,2672,92,192
603,20587690,3391,3491,213,313
604,20587690,2584,2684,81,181
605,20587690,3320,3420,127,227
606,20587690,2598,2698,48,148
607,20587690,3323,3423,194,294
608,20587690,2554,2654,131,231
609,20587690,3354,3454,144,244
610,20587690,3277,3377,169,269
611,20587690,3390,3490,231,331
612,20587690,3291,3391,132,232
613,20587690,2848,2948,101,201
614,20587690,3069,3169,67,167
615,20587690,2811,2911,72,172
616,20587690,2797,2897,87,187
617,20587690,3305,3405,115,215
618,20587690,2846,2946,68,168
619,20587690,3314,3414,197,297
620,20587690,3366,3466,165,265
621,20587690,2538,2638,132,232
622,20587690,2574,2674,27,127
623,20587690,2543,2643,61,161
624,20587690,2702,2802,196,296
625,20587690,3081,3181,238,338
626,20587690,2539,2639,169,269
627,20587690,3026,3126,110,210
628,20587690,2878,2978,6,106
629,20587690,2864,2964,56,156
630,20587690,3346,3446,9,109
631,20587690,2590,2690,203,303
632,20587690,2596,2696,9,109
633,20587690,2779,2879,114,214
634,20587690,2543,2643,207,307
635,20587690,2640,2740,174,274
636,20587690,3318,3418,11,111
637,20587690,3250,3350,267,367
638,20587690,2710,2810,191,291
639,20587690,3050,3150,26,126
640,20587690,2656,2756,173,273
641,20587690,3325,3425,226,326
642,20587690,2746,2846,74,174
643,20587690,2838,2938,140,240
644,20587690,3205,3305,142,242
645,20587690,3207,3307,233,333
646,20587690,3064,3164,352,452
647,20587690,3259,3359,242,342
648,20587690,1513,1613,1787,1887
649,20587690,2900,3000,178,278
650,20587690,291,391,624,724
651,20587690,3131,3231,106,206
652,20587690,3413,3513,50,150
653,20587690,2811,2911,1300,1400
654,20587690,2790,2890,11,111
655,20587690,2483,2583,254,354
656,20587690,2225,2325,463,563
657,20587690,1377,1477,1303,1403
658,20587690,3254,3354,11,111
659,20587690,3488,3588,411,511
660,20588020,1046,1146,399,499
661,20588020,352,452,668,768
662,20588020,902,1002,1049,1149
663,20588020,1046,1146,310,410
664,20588020,1305,1405,814,914
665,20588020,1623,1723,327,427
666,20588020,1654,1754,1235,1335
667,20588020,1725,1825,608,708
668,20588020,1783,1883,1163,1263
669,20588020,1849,1949,1146,1246
670,20588020,1914,2014,1073,1173
671,20588020,2407,2507,1175,1275
672,20588020,2594,2694,699,799
673,20588020,2866,2966,402,502
674,20588072,1283,1383,741,841
675,20588072,970,1070,1002,1102
676,20588072,1249,1349,640,740
677,20588072,1316,1416,1037,1137
678,20588072,1683,1783,1115,1215
679,20588072,1753,1853,954,1054
680,20588072,2166,2266,564,664
681,20588072,2720,2820,937,1037
682,20588536,727,827,548,648
683,20588536,743,843,586,686
684,20588536,735,835,618,718
685,20588536,738,838,516,616
686,20588536,665,765,502,602
687,20588536,723,823,647,747
688,20588562,1060,1160,326,426
689,20588562,1028,1128,254,354
690,22427705,1640,1740,138,238
691,22427705,1824,1924,238,338
692,22427751,1330,1430,801,901
693,22427751,1602,1702,831,931
694,22427751,1557,1657,827,927
695,22427840,1130,1230,2164,2264
696,22427840,1093,1193,2192,2292
697,22427840,1156,1256,2153,2253
698,22427840,1161,1261,2172,2272
699,22427840,1172,1272,2211,2311
700,22427840,1091,1191,2142,2242
701,22427840,1163,1263,2116,2216
702,22427840,1046,1146,2209,2309
703,22427840,1185,1285,2254,2354
704,22427840,2249,2349,2402,2502
705,22427864,904,1004,56,156
706,22427864,914,1014,75,175
707,22427864,944,1044,15,115
708,22427864,1039,1139,120,220
709,22427864,2449,2549,301,401
710,22579730,1111,1211,1768,1868
711,22579730,1097,1197,1795,1895
712,22579730,1054,1154,1822,1922
713,22579730,1074,1174,1814,1914
714,22579730,1100,1200,1744,1844
715,22579730,1143,1243,1711,1811
716,22579730,1160,1260,1733,1833
717,22579730,1108,1208,1717,1817
718,22579730,1137,1237,1790,1890
719,22579730,1195,1295,1762,1862
720,22579730,870,970,2264,2364
721,22579730,1110,1210,1938,2038
722,22579730,1181,1281,1947,2047
723,22579754,1307,1407,506,606
724,22579754,1255,1355,523,623
725,22579754,1328,1428,433,533
726,22579754,1566,1666,39,139
727,22579754,1651,1751,577,677
728,22579847,596,696,2167,2267
729,22579847,558,658,2405,2505
730,22579847,642,742,2470,2570
731,22579847,1382,1482,2065,2165
732,22579847,1458,1558,1445,1545
733,22579847,1773,1873,1774,1874
734,22579847,1907,2007,2164,2264
735,22579847,2130,2230,2292,2392
736,22579870,1256,1356,815,915
737,22579870,1053,1153,710,810
738,22579870,595,695,369,469
739,22579870,829,929,399,499
740,22579870,1056,1156,626,726
741,22579870,1591,1691,65,165
742,22579870,1687,1787,598,698
743,22579893,1603,1703,2308,2408
744,22579893,1381,1481,2412,2512
745,22579893,1385,1485,2183,2283
746,22579893,1392,1492,2481,2581
747,22579893,1466,1566,2379,2479
748,22579893,1574,1674,2076,2176
749,22579893,1702,1802,2243,2343
750,22579893,1899,1999,1999,2099
751,22579916,2392,2492,258,358
752,22579916,2379,2479,263,363
753,22579916,2384,2484,287,387
754,22579916,2431,2531,242,342
755,22579916,2396,2496,218,318
756,22579916,1472,1572,788,888
757,22579916,2125,2225,247,347
758,22579916,882,982,97,197
759,22579916,1377,1477,74,174
760,22579916,1497,1597,376,476
761,22579916,1627,1727,68,168
762,22579916,2044,2144,383,483
763,22579916,2175,2275,107,207
764,22579916,2235,2335,295,395
765,22579916,2811,2911,444,544
766,22580015,1399,1499,2027,2127
767,22580015,1451,1551,1843,1943
768,22580015,984,1084,1825,1925
769,22580015,1039,1139,2112,2212
770,22580015,1094,1194,1670,1770
771,22580015,1192,1292,2074,2174
772,22580015,1263,1363,1748,1848
773,22580015,1372,1472,1864,1964
774,22580015,1442,1542,1530,1630
775,22580015,1453,1553,1685,1785
776,22580015,1645,1745,1434,1534
777,22580015,1702,1802,1724,1824
778,22580015,2038,2138,1727,1827
779,22580015,2296,2396,1947,2047
780,22580038,1840,1940,735,835
781,22580038,1721,1821,627,727
782,22580038,1886,1986,736,836
783,22580038,1825,1925,699,799
784,22580038,1722,1822,833,933
785,22580038,1914,2014,1023,1123
786,22580038,1573,1673,787,887
787,22580038,1992,2092,249,349
788,22580038,1926,2026,596,696
789,22580038,1908,2008,299,399
790,22580038,1755,1855,1257,1357
791,22580038,1751,1851,231,331
792,22580038,678,778,475,575
793,22580038,1652,1752,550,650
794,22580038,1600,1700,690,790
795,22580038,1526,1626,562,662
796,22580038,1409,1509,482,582
797,22580038,1385,1485,714,814
798,22580038,1169,1269,1078,1178
799,22580038,981,1081,752,852
800,22580038,935,1035,539,639
801,22580038,2139,2239,423,523
802,22580038,2499,2599,5,105
803,22580068,2098,2198,2325,2425
804,22580068,957,1057,1381,1481
805,22580068,2272,2372,1822,1922
806,22580068,2227,2327,1687,1787
807,22580068,2180,2280,2064,2164
808,22580068,2168,2268,2158,2258
809,22580068,1991,2091,1689,1789
810,22580068,2292,2392,2056,2156
811,22580068,1973,2073,1893,1993
812,22580068,1897,1997,1842,1942
813,22580068,1898,1998,1924,2024
814,22580068,1854,1954,1608,1708
815,22580068,1748,1848,1927,2027
816,22580068,1577,1677,1448,1548
817,22580068,1013,1113,2465,2565
818,22580068,1964,2064,1512,1612
819,22580068,2347,2447,1678,1778
